"maximumDepthInMeters"	"magnification"	"identifiedBy"	"col21"	"minimumDepthInMeters"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"gear"	"sampletype"	"identificationQualifier"	"previousIdentifications"	"individualCount"	"cellsInChamber"	"taxonRank"	"lifeStage"	"foto"	"occurrenceRemarks"
5	10	"AT"		5	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.5				
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	767.08	0.06518228819459876	"l"	"present"	"verified"	11	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	2045.55				
5	10	"AT"		5	"cells/l"	"Thalassiosira"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	3.38	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"	"spp. gravida/antarctica"	"Thalassiosira gravida/antarctica"	2	9	"species"			
5	10	"AT"		5	"cells/l"	"Uronema marinum"	2016	"MOSJ2016"	"V6"	"MIT-029"	"Occurrence"	5.06	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	13.5				
50	10	"AT"		50	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	248.17	0.20147252714694164	"l"	"present"	"verified"	34	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	661.79				
50	10	"AT"		50	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	15.34	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			10	40.91				
50	10	"AT"		50	"cells/l"	"Thalassiosira"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	3.07	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"	"spp. gravida/antarctica"	"Thalassiosira gravida/antarctica"	2	8.18	"species"			
50	10	"AT"		50	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	16.88	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			11	45				
50	10	"AT"		50	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	15.34	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			10	40.91				
50	10	"AT"		50	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	6.14	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	16.36				
50	10	"AT"		50	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	4.6	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		3	12.27	"species"			
50	10	"AT"		50	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	4.6	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	12.27				
50	10	"AT"		50	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	1.53	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	1	4.09				
50	10	"AT"		50	"cells/l"	"Pterosperma"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	1.53	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.09	"species"			
50	10	"AT"		50	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	3.07	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 40-50um"	2	8.18				
50	10	"AT"		50	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	3.07	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		2	8.18	"species"			
50	10	"AT"		50	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	1.53	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.09				
50	10	"AT"		50	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	3.07	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	2	8.18				
50	10	"AT"		50	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	4.6	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	12.27				
50	10	"AT"		50	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	3.07	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.18				
50	10	"AT"		50	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	1.53	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.09				
50	10	"AT"		50	"cells/l"	"Proboscia subarctica"	2016	"MOSJ2016"	"KH"	"MIT-030"	"Occurrence"	1.53	0.6518228819459876	"l"	"present"	"verified"	110	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.09				
28	10	"AT"		28	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	9298.54	0.059256625631453425	"l"	"present"	"verified"	10	450.02	10	90	24	"Niskin bottle"	"microplankton"			551	24796.1				
28	10	"AT"		28	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	84.38	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	225.01				
28	10	"AT"		28	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	9.46	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	6	25.23				
28	10	"AT"		28	"cells/l"	"Protoperidinium bipes"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	3.15	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.41				
28	10	"AT"		28	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	33.12	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			21	88.32				
28	10	"AT"		28	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	15.77	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			10	42.06				
28	10	"AT"		28	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	3.15	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.41				
28	10	"AT"		28	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	11.04	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		7	29.44	"species"			
28	10	"AT"		28	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	9.46	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			6	25.23				
28	10	"AT"		28	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	11.04	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	7	29.44				
28	10	"AT"		28	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	14.19	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			9	37.85				
28	10	"AT"		28	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	4.73	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	12.62				
28	10	"AT"		28	"cells/l"	"Lessardia elongata"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	12.62	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			8	33.65				
28	10	"AT"		28	"cells/l"	"Heterocapsa triquetra"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	1.58	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.21				
28	10	"AT"		28	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	17.35	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			11	46.26				
28	10	"AT"		28	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	1.58	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.21				
28	10	"AT"		28	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	3.15	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.41				
28	10	"AT"		28	"cells/l"	"Thalassiosira"	2016	"MOSJ2016"	"KH"	"MIT-031"	"Occurrence"	1.58	0.6340458942565517	"l"	"present"	"verified"	107	450.02	10	90	24	"Niskin bottle"	"microplankton"	"spp. gravida/antarctica"	"Thalassiosira gravida/antarctica"	1	4.21	"species"			
5	10	"AT"		5	"cells/l"	"Tripos arcticus"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Ceratium arcticum"	1	8.18				
5	10	"AT"		5	"cells/l"	"Pterosperma"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	8.18	"species"			
5	10	"AT"		5	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	281.26	0.17776987689436027	"l"	"present"	"verified"	30	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	750.03				
5	10	"AT"		5	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	183.43	0.27258047790468576	"l"	"present"	"verified"	46	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	489.15				
5	10	"AT"		5	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	61.37	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		20	163.64	"species"			
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	7104.69	0.059256625631453425	"l"	"present"	"verified"	10	450.02	10	90	24	"Niskin bottle"	"microplankton"			421	18945.84				
5	10	"AT"		5	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	135.01	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			44	360.02				
5	10	"AT"		5	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	21.48	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			7	57.28				
5	10	"AT"		5	"cells/l"	"Lessardia elongata"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	8.18				
5	10	"AT"		5	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	30.68	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Gymnodiniales indet. 30-40um"	10	81.82				
5	10	"AT"		5	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	49.09	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			16	130.91				
5	10	"AT"		5	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	9.2	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	24.55				
5	10	"AT"		5	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	8.18				
5	10	"AT"		5	"cells/l"	"Thalassiosira bioculata"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	9.2	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	24.55				
5	10	"AT"		5	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	21.48	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		7	57.28	"species"			
5	10	"AT"		5	"cells/l"	"Didinium"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	27.61	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		9	73.64	"species"			
5	10	"AT"		5	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	24.55	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			8	65.46				
5	10	"AT"		5	"cells/l"	"Ciliophora"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	6.14	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Ciliophora indet. 40-50um"	2	16.36				
5	10	"AT"		5	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	24.55	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	8	65.46				
5	10	"AT"		5	"cells/l"	"Protoperidinium conicum"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	8.18				
5	10	"AT"		5	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	8.18				
5	10	"AT"		5	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	6.14	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	16.36				
5	10	"AT"		5	"cells/l"	"Mesodinium rubrum"	2016	"MOSJ2016"	"KH"	"MIT-032"	"Occurrence"	3.07	0.3259114409729938	"l"	"present"	"verified"	55	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	8.18				
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R3"	"MIT-041"	"Occurrence"	16.28	0.675525532198569	"l"	"present"	"verified"	114	450.02	10	90	24	"Niskin bottle"	"microplankton"			11	43.42				
5	10	"AT"		5	"cells/l"	"Mesodinium rubrum"	2016	"MOSJ2016"	"R3"	"MIT-041"	"Occurrence"	1.48	0.675525532198569	"l"	"present"	"verified"	114	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	3.95				
25	10	"AT"		25	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R3"	"MIT-040"	"Occurrence"	18.28	0.7110795075774411	"l"	"present"	"verified"	120	450.02	10	90	24	"Niskin bottle"	"microplankton"			13	48.75				
25	10	"AT"		25	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"R3"	"MIT-040"	"Occurrence"	2.81	0.7110795075774411	"l"	"present"	"verified"	120	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	7.5				
25	10	"AT"		25	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"R3"	"MIT-040"	"Occurrence"	7.03	0.7110795075774411	"l"	"present"	"verified"	120	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	18.75				
25	10	"AT"		25	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"R3"	"MIT-040"	"Occurrence"	4.22	0.7110795075774411	"l"	"present"	"verified"	120	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		3	11.25	"species"			
25	10	"AT"		25	"cells/l"	"Mesodinium rubrum"	2016	"MOSJ2016"	"R3"	"MIT-040"	"Occurrence"	2.81	0.7110795075774411	"l"	"present"	"verified"	120	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	7.5				
50	10	"AT"		50	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"R3"	"MIT-039"	"Occurrence"	5.82	0.6873768573248598	"l"	"present"	"verified"	116	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	15.52				
50	10	"AT"		50	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R3"	"MIT-039"	"Occurrence"	2.91	0.6873768573248598	"l"	"present"	"verified"	116	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	7.76				
50	10	"AT"		50	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"R3"	"MIT-039"	"Occurrence"	1.45	0.6873768573248598	"l"	"present"	"verified"	116	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	3.88				
5	10	"AT"		5	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	6.64	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"			5	17.72				
5	10	"AT"		5	"cells/l"	"Pronoctiluca pelagica"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	1.33	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	3.54				
5	10	"AT"		5	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	1.33	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	3.54	"species"			
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	27.9	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"			21	74.41				
5	10	"AT"		5	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	1.33	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	3.54				
5	10	"AT"		5	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	1.33	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	3.54				
5	10	"AT"		5	"cells/l"	"Dinophysis acuminata"	2016	"MOSJ2016"	"R2"	"MIT-038"	"Occurrence"	1.33	0.7525591455194585	"l"	"present"	"verified"	127	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	3.54				
25	10	"AT"		25	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R2"	"MIT-037"	"Occurrence"	72.09	0.6103432440039702	"l"	"present"	"verified"	103	450.02	10	90	24	"Niskin bottle"	"microplankton"			44	192.24				
25	10	"AT"		25	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"R2"	"MIT-037"	"Occurrence"	3.28	0.6103432440039702	"l"	"present"	"verified"	103	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		2	8.74	"species"			
25	10	"AT"		25	"cells/l"	"Chaetoceros decipiens"	2016	"MOSJ2016"	"R2"	"MIT-037"	"Occurrence"	6.55	0.6103432440039702	"l"	"present"	"verified"	103	450.02	10	90	24	"Niskin bottle"	"microplankton"			4	17.48				
25	10	"AT"		25	"cells/l"	"Gyrosigma fasciola"	2016	"MOSJ2016"	"R2"	"MIT-037"	"Occurrence"	1.64	0.6103432440039702	"l"	"present"	"verified"	103	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.37				
25	10	"AT"		25	"cells/l"	"Chaetoceros convolutus"	2016	"MOSJ2016"	"R2"	"MIT-037"	"Occurrence"	3.28	0.6103432440039702	"l"	"present"	"verified"	103	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.74				
50	10	"AT"		50	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"R2"	"MIT-036"	"Occurrence"	3.31	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	8.82				
50	10	"AT"		50	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R2"	"MIT-036"	"Occurrence"	52.94	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"			32	141.18				
50	10	"AT"		50	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"R2"	"MIT-036"	"Occurrence"	1.65	0.6044175814408248	"l"	"present"	"verified"	102	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.41	"species"			
5	10	"AT"		5	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	105.47	0.4740530050516274	"l"	"present"	"verified"	80	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	281.26				
5	10	"AT"		5	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	35.44	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		21	94.5	"species"			
5	10	"AT"		5	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	5.06	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"		"Dinophysis rotundata"	3	13.5				
5	10	"AT"		5	"cells/l"	"Leprotintinnus"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	5.06	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."	"Leprotintinnopsis"	3	13.5	"species"			
5	10	"AT"		5	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.5				
5	10	"AT"		5	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"	"sp."		1	4.5	"species"			
5	10	"AT"		5	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	1.69	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	4.5				
5	10	"AT"		5	"cells/l"	"Chaetoceros convolutus"	2016	"MOSJ2016"	"R1"	"MIT-035"	"Occurrence"	5.06	0.5925662563145342	"l"	"present"	"verified"	100	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	13.5				
50	10	"AT"		50	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	703.16	0.0711079507577441	"l"	"present"	"verified"	12	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	1875.08				
50	10	"AT"		50	"cells/l"	"Chaetoceros decipiens"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	122.29	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"			50	326.1				
50	10	"AT"		50	"cells/l"	"Chaetoceros convolutus"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	61.14	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"			25	163.05				
50	10	"AT"		50	"cells/l"	"Ciliophora"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	9.78	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"	"indet."	"Ciliophora indet. 30-40um"	4	26.09				
50	10	"AT"		50	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	7.34	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"			3	19.57				
50	10	"AT"		50	"cells/l"	"Navicula directa"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	4.89	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"			2	13.04				
50	10	"AT"		50	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	2.45	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	6.52				
50	10	"AT"		50	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"R6"	"MIT-048"	"Occurrence"	2.45	0.40887071685702864	"l"	"present"	"verified"	69	450.02	10	90	24	"Niskin bottle"	"microplankton"			1	6.52				
